co_ibge,co_cnes,endereco_completo,no_logradouro,nu_endereco,no_bairro,co_cep,municipio,uf,lat,long
261160,3790622,"AV AGAMENON MAGALHAES, 4760, PAISSANDU, Recife, PE, 50100060",AV AGAMENON MAGALHAES,4760,PAISSANDU,50100060,Recife,PE,-8.0841634,-35.1959158
261160,3790630,"AV VISCONDE DE ALBUQUERQUE, 776, MADALENA, Recife, PE, 50610090",AV VISCONDE DE ALBUQUERQUE,776,MADALENA,50610090,Recife,PE,-8.0513414,-34.9064984
261160,3790754,"AV ENG DOMINGOS FERREIRA, 636, BOA VIAGEM, Recife, PE, 51011050",AV ENG DOMINGOS FERREIRA,636,BOA VIAGEM,51011050,Recife,PE,-8.054,-34.881
261160,3794024,"AV GOVERNADOR AGAMENON MAGALHAES, 4318, PAISSANDU, Recife, PE, 52010075",AV GOVERNADOR AGAMENON MAGALHAES,4318,PAISSANDU,52010075,Recife,PE,-8.0555157,-34.8982845
261160,3794105,"AV CONSELHEIRO ROSA E SILVA, 1206, AFLITOS, Recife, PE, 52050345",AV CONSELHEIRO ROSA E SILVA,1206,AFLITOS,52050345,Recife,PE,-8.0507511,-34.89689
261160,3795071,"RUA DOM SEBASTIAO LEME, 129, GRACAS, Recife, PE, 52011160",RUA DOM SEBASTIAO LEME,129,GRACAS,52011160,Recife,PE,-8.048989,-34.90989
261160,3808114,"RUA ARISTIDES MUNIZ, 70, BOA VIAGEM, Recife, PE, 51020150",RUA ARISTIDES MUNIZ,70,BOA VIAGEM,51020150,Recife,PE,-8.1094626,-34.8923986
261160,3808157,"RUA CICERO DIAS DA CRUZ, 215, TAMARINEIRA, Recife, PE, 52110051",RUA CICERO DIAS DA CRUZ,215,TAMARINEIRA,52110051,Recife,PE,-8.0290469,-34.8972392
261160,3808297,"R BUENOS AIRES, 166, ESPINHEIRO, Recife, PE, 52020180",R BUENOS AIRES,166,ESPINHEIRO,52020180,Recife,PE,-8.04783165,-34.89427205
261160,3808777,"RUA REAL DA TORRE, 842, MADALENA, Recife, PE, 50710100",RUA REAL DA TORRE,842,MADALENA,50710100,Recife,PE,-8.0495811,-34.908351
261160,3808785,"AV RUI BARBOSA, 1541, GRACAS, Recife, PE, 52011040",AV RUI BARBOSA,1541,GRACAS,52011040,Recife,PE,-8.0401625,-34.9041930294
261160,3809331,"RUA VISCONDESSA DO LIVRAMENTO, 246, DERBY, Recife, PE, 52010065",RUA VISCONDESSA DO LIVRAMENTO,246,DERBY,52010065,Recife,PE,-8.0611,-34.899688
261160,3812367,"RUA JOSE TRAJANO, 67, BOA VIAGEM, Recife, PE, 51020320",RUA JOSE TRAJANO,67,BOA VIAGEM,51020320,Recife,PE,-8.1209795,-34.8974389
261160,3812391,"RUA DJALMA FARIAS, 265, TORREAO, Recife, PE, 50030230",RUA DJALMA FARIAS,265,TORREAO,50030230,Recife,PE,-8.0397557,-34.8840353
261160,3821722,"RUA OSCAR PINTO, 332, SANTO AMARO, Recife, PE, 52051350",RUA OSCAR PINTO,332,SANTO AMARO,52051350,Recife,PE,-8.0520493,-34.8885651205
261160,3821870,"R PEDRO AMERICO, 193, BONGI, Recife, PE, 50751340",R PEDRO AMERICO,193,BONGI,50751340,Recife,PE,-8.0655432,-34.9180338
261160,3822044,"R COMENDADOR BENTO AGUIAR, 270, MADALENA, Recife, PE, 50750390",R COMENDADOR BENTO AGUIAR,270,MADALENA,50750390,Recife,PE,-8.0604922,-34.9066889
261160,3822141,"RUA CAIS DO APOLO, 925, DO RECIFE, Recife, PE, 50030903",RUA CAIS DO APOLO,925,DO RECIFE,50030903,Recife,PE,-8.0556,-34.881
261160,3824241,"AV ENGENHEIRO DOMINGOS FERREIRA, 3937, BOA VIAGEM, Recife, PE, 51021040",AV ENGENHEIRO DOMINGOS FERREIRA,3937,BOA VIAGEM,51021040,Recife,PE,-8.0903647,-34.8845811
261160,3828654,"RUA DO RIACHUELO, 105, BOA VISTA, Recife, PE, 50050400",RUA DO RIACHUELO,105,BOA VISTA,50050400,Recife,PE,-8.06042855,-34.8818053098
261160,3828689,"RUA DAS FRONTEIRAS, 175, BOA VISTA, Recife, PE, 50070170",RUA DAS FRONTEIRAS,175,BOA VISTA,50070170,Recife,PE,-8.0600848,-34.8969424479
261160,3828700,"AV AGAMENON MAGALHAES, 4318, DERBY, Recife, PE, 52010040",AV AGAMENON MAGALHAES,4318,DERBY,52010040,Recife,PE,-8.062659,-35.190646
261160,3828719,"RUA AMELIA, 652, GRACAS, Recife, PE, 52011050",RUA AMELIA,652,GRACAS,52011050,Recife,PE,-8.0448828,-34.9011976141
261160,3828735,"R DAS FRONTEIRAS, 127, BOA VISTA, Recife, PE, 50070170",R DAS FRONTEIRAS,127,BOA VISTA,50070170,Recife,PE,-8.0111348,-34.9518568
261160,3828743,"RUA DAS FRONTEIRAS, 93, BOA VISTA, Recife, PE, 50070170",RUA DAS FRONTEIRAS,93,BOA VISTA,50070170,Recife,PE,-8.0601356,-34.8974928
261160,3828751,"RUA PADRE BERNARDINO PESSOA, 647, BOA VIAGEM, Recife, PE, 51020210",RUA PADRE BERNARDINO PESSOA,647,BOA VIAGEM,51020210,Recife,PE,-8.1125284,-34.8980006
261160,3828778,"RUA SENADOR JOSE HENRIQUE, 231, ILHA DO LEITE, Recife, PE, 50070460",RUA SENADOR JOSE HENRIQUE,231,ILHA DO LEITE,50070460,Recife,PE,-8.0652098,-34.8957272
261160,3828875,"RUA FERNANDO SIMOES BARBOSA, 22, BOA VIAGEM, Recife, PE, 51021390",RUA FERNANDO SIMOES BARBOSA,22,BOA VIAGEM,51021390,Recife,PE,-8.054,-34.881
261160,3833585,"AV GOVERNADOR AGAMENON MAGALHAES, 4775, ILHA DO LEITE, Recife, PE, 50070425",AV GOVERNADOR AGAMENON MAGALHAES,4775,ILHA DO LEITE,50070425,Recife,PE,-8.064121,-34.896713075
261160,3834611,"R DO GIRIQUITI, 48, BOA VISTA, Recife, PE, 50070010",R DO GIRIQUITI,48,BOA VISTA,50070010,Recife,PE,-8.0596556,-34.887067
261160,3838331,"PC MIGUEL DE CERVANTES, 60, ILHA DO LEITE, Recife, PE, 50100060",PC MIGUEL DE CERVANTES,60,ILHA DO LEITE,50100060,Recife,PE,-8.04666,-34.8771
261160,3838366,"RUA JORNALISTA PAULO BITTENCOURT, 61, DERBY, Recife, PE, 52010260",RUA JORNALISTA PAULO BITTENCOURT,61,DERBY,52010260,Recife,PE,-8.0547784,-34.8978376
261160,3838374,"R TENENTE ANTONIO JOAO, 56, GRACAS, Recife, PE, 52011130",R TENENTE ANTONIO JOAO,56,GRACAS,52011130,Recife,PE,-8.0470251,-34.90153
261160,3852733,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,3862836,"RUA ESCRITOR SOUZA BARROS, 273, CABANGA, Recife, PE, 50090410",RUA ESCRITOR SOUZA BARROS,273,CABANGA,50090410,Recife,PE,-8.0793515,-34.8996092
261160,3868281,"RUA DO SOSSEGO, 298, SANTO AMARO, Recife, PE, 50100150",RUA DO SOSSEGO,298,SANTO AMARO,50100150,Recife,PE,-8.0557996537,-34.8846963
261160,3873323,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 636, BOA VIAGEM, Recife, PE, 51011050",AVENIDA ENGENHEIRO DOMINGOS FERREIRA,636,BOA VIAGEM,51011050,Recife,PE,-8.0956647,-34.8861119
261160,3873331,"RUA FRANCISCO ALVES, 325, ILHA DO LEITE, Recife, PE, 50100060",RUA FRANCISCO ALVES,325,ILHA DO LEITE,50100060,Recife,PE,-8.0682356,-34.8927491202
261160,3896668,"RUA VISCONDE DE JEQUITINHONHA, 1144, BOA VIAGEM, Recife, PE, 51030020",RUA VISCONDE DE JEQUITINHONHA,1144,BOA VIAGEM,51030020,Recife,PE,-8.1312216,-34.9031660325
261160,3900339,"RUA DOUTOR LUIZ INACIO PESSOA DE MELO, 330, BOA VIAGEM, Recife, PE, 51030320",RUA DOUTOR LUIZ INACIO PESSOA DE MELO,330,BOA VIAGEM,51030320,Recife,PE,-8.1395125,-34.9059076
261160,3906655,"R JOAQUIM NABUCO, 729, GRACAS, Recife, PE, 52011005",R JOAQUIM NABUCO,729,GRACAS,52011005,Recife,PE,-8.0532567,-34.8965826
261160,3911977,"SENADOR JOSE HENRIQUE, 141, ILHA DO LEITE, Recife, PE, 50070460",SENADOR JOSE HENRIQUE,141,ILHA DO LEITE,50070460,Recife,PE,-8.065666,-34.893108
261160,3919331,"R LAURINDO COELHO, 134, CASA FORTE, Recife, PE, 52060340",R LAURINDO COELHO,134,CASA FORTE,52060340,Recife,PE,-8.0363777848,-34.9157591982
261160,3925773,"AVENIDA GOVERNADOR CARLOS DE LIMA CAVALCANTI, 229, BOA VISTA, Recife, PE, 50070110",AVENIDA GOVERNADOR CARLOS DE LIMA CAVALCANTI,229,BOA VISTA,50070110,Recife,PE,-8.05676115,-34.8973525473
261160,3930866,"RUA DOM BOSCO, 961, BOA VISTA, Recife, PE, 50070070",RUA DOM BOSCO,961,BOA VISTA,50070070,Recife,PE,-8.05762557,-34.8951530457
261160,3931668,"AV VISCONDE DE SUASSUNA, 214, SANTO AMARO, Recife, PE, 50050540",AV VISCONDE DE SUASSUNA,214,SANTO AMARO,50050540,Recife,PE,-8.0538488,-34.8838731008
261160,3938301,"COUTO MAGALHAES, 480, ROSARINHO, Recife, PE, 52041335",COUTO MAGALHAES,480,ROSARINHO,52041335,Recife,PE,-8.0302515,-34.8962251
261160,3941582,"AV DOUTOR JOSE RUFINO, 1407, AREIAS, Recife, PE, 50870005",AV DOUTOR JOSE RUFINO,1407,AREIAS,50870005,Recife,PE,-8.0901615,-34.954363
261160,3942880,"R LOPES DE CARVALHO, 55, MADALENA, Recife, PE, 50610170",R LOPES DE CARVALHO,55,MADALENA,50610170,Recife,PE,-8.0548339,-34.9060393
261160,3952487,"RUA ERNESTO DE PAULA SANTOS, 1172, BOA VIAGEM, Recife, PE, 51021330",RUA ERNESTO DE PAULA SANTOS,1172,BOA VIAGEM,51021330,Recife,PE,-8.1239938,-34.9061561
261160,3973115,"RUA PADRE CAMPUCEIRO, 777, BOA VIAGEM, Recife, PE, 51020280",RUA PADRE CAMPUCEIRO,777,BOA VIAGEM,51020280,Recife,PE,-8.126190672,-34.9073410034
261160,3977560,"RUA DAS PERNANBUCANAS, 407, GRACAS, Recife, PE, 52011010",RUA DAS PERNANBUCANAS,407,GRACAS,52011010,Recife,PE,-8.0463120057,-34.8995304108
261160,3983730,"RUA DOS PALMARES, S/N, SANTO AMARO, Recife, PE, 50100060",RUA DOS PALMARES,S/N,SANTO AMARO,50100060,Recife,PE,-8.0492918061,-34.887342453
261160,3985261,"RUA DO MORRO DA CONCEICAO, 211, MORRO DA CONCEICAO, Recife, PE, 52280040",RUA DO MORRO DA CONCEICAO,211,MORRO DA CONCEICAO,52280040,Recife,PE,-8.0196282,-34.9151576
261160,3985288,"RUA CARLOS PORTO CARREIRO, 146, BOA VISTA, Recife, PE, 50070090",RUA CARLOS PORTO CARREIRO,146,BOA VISTA,50070090,Recife,PE,-8.06308835,-34.8997567501
261160,3985407,"RUA DOM PEDRO HENRIQUE, 59, SANTO AMARO, Recife, PE, 50050150",RUA DOM PEDRO HENRIQUE,59,SANTO AMARO,50050150,Recife,PE,-8.05174365,-34.8882916787
261160,3996751,"RUA ERNESTO DE PAULA SANTOS, 187, BOA VIAGEM, Recife, PE, 51021330",RUA ERNESTO DE PAULA SANTOS,187,BOA VIAGEM,51021330,Recife,PE,-8.1250303,-34.8989557
261160,4007174,"AV ENGENHEIRO DOMINGOS FERREIRA, 4060, BOA VIAGEM, Recife, PE, 51021040",AV ENGENHEIRO DOMINGOS FERREIRA,4060,BOA VIAGEM,51021040,Recife,PE,-8.054,-34.881
261160,4007379,"AV JOAO DE BARROS, 1894, ENCRUZILHADA, Recife, PE, 52021355",AV JOAO DE BARROS,1894,ENCRUZILHADA,52021355,Recife,PE,-8.0382473,-34.8916232
261160,4016505,"RUA CARLOS GOMES, 105, MADALENA, Recife, PE, 50720110",RUA CARLOS GOMES,105,MADALENA,50720110,Recife,PE,-8.0575674,-34.910158
261160,4019083,"R JORNALISTA PAULO BITTENCOURT, 61, DERBY, Recife, PE, 52010260",R JORNALISTA PAULO BITTENCOURT,61,DERBY,52010260,Recife,PE,-8.0547784,-34.8978376
261160,4019598,"RUA ANTONIO BORGES UCHOA, 294, ENGENHO DO MEIO, Recife, PE, 50730230",RUA ANTONIO BORGES UCHOA,294,ENGENHO DO MEIO,50730230,Recife,PE,-8.0563449,-34.9426338
261160,4019601,"R GENERAL JOAQUIM INACIO, 187, ILHA DO LEITE, Recife, PE, 50070275",R GENERAL JOAQUIM INACIO,187,ILHA DO LEITE,50070275,Recife,PE,-8.0649234479,-34.8933506012
261160,4023056,"RUA JOAO CARDOSO AIRES, 555, BOA VIAGEM, Recife, PE, 51130300",RUA JOAO CARDOSO AIRES,555,BOA VIAGEM,51130300,Recife,PE,-8.1419346,-34.9100255
261160,4024095,"ESTRADA DOS REMEDIOS, 452, AFOGADOS, Recife, PE, 50750360",ESTRADA DOS REMEDIOS,452,AFOGADOS,50750360,Recife,PE,-8.0789699,-34.9068294
261160,4030109,"RUA ESTADO DE ISRAEL, 262, ILHA DO LEITE, Recife, PE, 50070415",RUA ESTADO DE ISRAEL,262,ILHA DO LEITE,50070415,Recife,PE,-8.063849,-34.89443725
261160,4030141,"R PADRE ROMA, 120, TAMARINEIRA, Recife, PE, 52050150",R PADRE ROMA,120,TAMARINEIRA,52050150,Recife,PE,-8.033257,-34.9045967
261160,4030486,"RUA ANTONIO GOMES DE FREITAS, 131, ILHA DO LEITE, Recife, PE, 50070480",RUA ANTONIO GOMES DE FREITAS,131,ILHA DO LEITE,50070480,Recife,PE,-8.06638,-34.8944348044
261160,4034198,"RUA PADRE CARAPUCEIRO, 858, BOA VIAGEM, Recife, PE, 51020280",RUA PADRE CARAPUCEIRO,858,BOA VIAGEM,51020280,Recife,PE,-8.1162917,-34.9025578031
261160,4034317,"RUA ALVARES DE AZEVEDO, 110, SANTO AMARO, Recife, PE, 50100040",RUA ALVARES DE AZEVEDO,110,SANTO AMARO,50100040,Recife,PE,-8.0496061,-34.8884951
261160,4034414,"RUA REAL DA TORRE, 583, MADALENA, Recife, PE, 50610000",RUA REAL DA TORRE,583,MADALENA,50610000,Recife,PE,-8.0518205,-34.9089357
261160,4034694,"AV CONSELHEIRO AGUIAR, 1748, BOA VIAGEM, Recife, PE, 51111010",AV CONSELHEIRO AGUIAR,1748,BOA VIAGEM,51111010,Recife,PE,-8.1054747,-34.8890035
261160,4034724,"AV MONTEVIDEU, 172, BOA VISTA, Recife, PE, 50050250",AV MONTEVIDEU,172,BOA VISTA,50050250,Recife,PE,-8.0506028,-34.8932196141
261160,4034759,"RUA ANGUSTURA, 126, AFLITOS, Recife, PE, 52050340",RUA ANGUSTURA,126,AFLITOS,52050340,Recife,PE,-7.9745087,-34.8697002
261160,4037219,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,4037499,"R DA AURORA, 1443, SANTO AMARO, Recife, PE, 50040090",R DA AURORA,1443,SANTO AMARO,50040090,Recife,PE,-8.05219355,-34.87560735
261160,4041194,"AV LINS PETIT, 165, BAO VISTA, Recife, PE, 50070235",AV LINS PETIT,165,BAO VISTA,50070235,Recife,PE,-8.0612838,-34.8946845604
261160,4045289,"R DAS PERNAMBUCANAS, 407, GRACAS, Recife, PE, 52011010",R DAS PERNAMBUCANAS,407,GRACAS,52011010,Recife,PE,-8.0507339,-34.9022743
261160,4046277,"RUA DA BAIXA VERDE, 409, DERBY, Recife, PE, 52010250",RUA DA BAIXA VERDE,409,DERBY,52010250,Recife,PE,-8.0552069,-34.8993223
261160,4065719,"AV VISCONDE DE ALBUQUERQUE, 776, MADALENA, Recife, PE, 50610090",AV VISCONDE DE ALBUQUERQUE,776,MADALENA,50610090,Recife,PE,-8.0513414,-34.9064984
261160,4068963,"R DEMOCRITO DE SOUZA FILHO, 490, MADALENA, Recife, PE, 50610120",R DEMOCRITO DE SOUZA FILHO,490,MADALENA,50610120,Recife,PE,-8.0536941,-34.9054893
261160,4069277,"RUA FREI MATIAS TEVIS, 280, ILHA DO LEITE, Recife, PE, 50070465",RUA FREI MATIAS TEVIS,280,ILHA DO LEITE,50070465,Recife,PE,-8.0638574,-34.8959312
261160,4069498,"AV GOVERNADOR AGAMENON MAGALHAES, 3159, BOA VISTA, Recife, PE, 50070160",AV GOVERNADOR AGAMENON MAGALHAES,3159,BOA VISTA,50070160,Recife,PE,-8.05026525,-34.8934918959
261160,4069536,"RUA DOS PALMARES, 189, SANTO AMARO, Recife, PE, 50100060",RUA DOS PALMARES,189,SANTO AMARO,50100060,Recife,PE,-8.0532469,-34.8831584182
261160,4069625,"R CARDEAL ARCOVERDE, 308, GRACAS, Recife, PE, 52011240",R CARDEAL ARCOVERDE,308,GRACAS,52011240,Recife,PE,-8.0482667,-34.9002707
261160,4069633,"RUA ARNOBIO MARQUES, 253, SANTO AMARO, Recife, PE, 50110130",RUA ARNOBIO MARQUES,253,SANTO AMARO,50110130,Recife,PE,-8.0463213,-34.888249
261160,4074467,"AV ANTONIO DE GOES, 275, PINA, Recife, PE, 51110000",AV ANTONIO DE GOES,275,PINA,51110000,Recife,PE,-8.0883932,-34.8841855
261160,4074483,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,4074513,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,4074858,"AV ANTONIO DE GOES, 54, PINA, Recife, PE, 51110000",AV ANTONIO DE GOES,54,PINA,51110000,Recife,PE,-8.0846554,-34.8873122
261160,4076117,"RUA MARECHAL DEODORO, 300, ENCRUZILHADA, Recife, PE, 52030172",RUA MARECHAL DEODORO,300,ENCRUZILHADA,52030172,Recife,PE,-8.5854554,-35.3861029
261160,4079663,"AV LINS PETIT, 100, PAISSANDU, Recife, PE, 50070225",AV LINS PETIT,100,PAISSANDU,50070225,Recife,PE,-8.0614211,-34.8952725034
261160,4079795,"AV LINS PETIT, 100, PAISSANDU, Recife, PE, 50070225",AV LINS PETIT,100,PAISSANDU,50070225,Recife,PE,-8.0614211,-34.8952725034
261160,4083415,"R DESEMBARGADOR LUIZ SALAZAR, 116, MADALENA, Recife, PE, 50610080",R DESEMBARGADOR LUIZ SALAZAR,116,MADALENA,50610080,Recife,PE,-8.0509522,-34.9071042
261160,4083547,"AV FERNANDO SIMOES BARBOSA, 558, BOA VIAGEM, Recife, PE, 51021060",AV FERNANDO SIMOES BARBOSA,558,BOA VIAGEM,51021060,Recife,PE,-8.1192707,-34.9012601
261160,4083903,"R SAO VICENTE, 100, TAMARINEIRA, Recife, PE, 52051160",R SAO VICENTE,100,TAMARINEIRA,52051160,Recife,PE,-8.028213,-34.9058247
261160,4085256,"R HERMOGENES DE MORAIS, 317, MADALENA, Recife, PE, 50610160",R HERMOGENES DE MORAIS,317,MADALENA,50610160,Recife,PE,-8.055092,-34.9080678
261160,4087453,"RUA REPUBLICA DOO LIBANO, 251, PINA, Recife, PE, 50100060",RUA REPUBLICA DOO LIBANO,251,PINA,50100060,Recife,PE,-8.0939012021,-34.8894882202
261160,4087887,"PC DO DERBY, 149, DERBY, Recife, PE, 52010140",PC DO DERBY,149,DERBY,52010140,Recife,PE,-8.0576026,-34.8992553123
261160,4088174,"PC DO DERBY, 149, DERBY, Recife, PE, 52010140",PC DO DERBY,149,DERBY,52010140,Recife,PE,-8.0576026,-34.8992553123
261160,4090624,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 50110160",AV REPUBLICA DO LIBANO,251,PINA,50110160,Recife,PE,-8.0855585,-34.8944847296
261160,4093321,"AV VISCONDE DE SUASSUNA, 797, SANTO AMARO, Recife, PE, 50050540",AV VISCONDE DE SUASSUNA,797,SANTO AMARO,50050540,Recife,PE,-8.052365,-34.88963
261160,4094328,"RUA PADRE CARAPUCEIRO, 910, PINA, Recife, PE, 51020280",RUA PADRE CARAPUCEIRO,910,PINA,51020280,Recife,PE,-8.1160869,-34.9030225031
261160,4095030,"AV DOMINGOS FERREIRA, 4371, BOA VIAGEM, Recife, PE, 51021040",AV DOMINGOS FERREIRA,4371,BOA VIAGEM,51021040,Recife,PE,-8.05498689,-34.8832569
261160,4095049,"RUA CARLOS PORTO CARREIRO, 193, BOA VISTA, Recife, PE, 50070090",RUA CARLOS PORTO CARREIRO,193,BOA VISTA,50070090,Recife,PE,-8.05604645,-34.8972378635
261160,4105001,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0857878,-34.8944847989
261160,4105044,"AV ENGENHEIRO DOMINGOS FERREIRA, 2391, BOA VIAGEM, Recife, PE, 51020031",AV ENGENHEIRO DOMINGOS FERREIRA,2391,BOA VIAGEM,51020031,Recife,PE,-8.1116063,-34.8924867
261160,4106075,"R VENEZUELA, 116, ESPINHEIRO, Recife, PE, 52020170",R VENEZUELA,116,ESPINHEIRO,52020170,Recife,PE,-8.0469315,-34.894752
261160,4107500,"RUA FRANCISCO RUSSO A, 11, BARRO, Recife, PE, 51275180",RUA FRANCISCO RUSSO A,11,BARRO,51275180,Recife,PE,-8.1064216,-34.9517859
261160,4110560,"R JOSE DE ALENCAR, 765, COELHOS, Recife, PE, 50070535",R JOSE DE ALENCAR,765,COELHOS,50070535,Recife,PE,-8.0646516,-34.8910615217
261160,4110617,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,4111257,"R PAULINO DE ANDRADE, 63, PAISSANDU, Recife, PE, 50070250",R PAULINO DE ANDRADE,63,PAISSANDU,50070250,Recife,PE,-8.0620668,-34.895728467
261160,4112474,"RUA DA PALMA, 373, SANTO ANTONIO, Recife, PE, 50010460",RUA DA PALMA,373,SANTO ANTONIO,50010460,Recife,PE,-8.0662261,-34.8807886
261160,4114213,"R PADRE ROMA, 120, TAMARINEIRA, Recife, PE, 52050150",R PADRE ROMA,120,TAMARINEIRA,52050150,Recife,PE,-8.033257,-34.9045967
261160,4118251,"R ARNOBIO MARQUES, 253, SANTO AMARO, Recife, PE, 50100130",R ARNOBIO MARQUES,253,SANTO AMARO,50100130,Recife,PE,-8.0463357,-34.8823568
261160,4119738,"R SENADOR JOSE HENRIQUE, 231, ILHA DO LEITE, Recife, PE, 50070460",R SENADOR JOSE HENRIQUE,231,ILHA DO LEITE,50070460,Recife,PE,-8.0652098,-34.8957272
261160,4119819,"AV GOVERNADOR AGAMENON MAGALHAES, 4318, PAISSANDU, Recife, PE, 52010075",AV GOVERNADOR AGAMENON MAGALHAES,4318,PAISSANDU,52010075,Recife,PE,-8.0555157,-34.8982845
261160,4119835,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,4120132,"R AZEREDO COUTINHO, 139, VARZEA, Recife, PE, 50741110",R AZEREDO COUTINHO,139,VARZEA,50741110,Recife,PE,-8.04992475,-34.9592920786
261160,4126262,"RUA PADRE LEMOS, 286, CASA AMARELA, Recife, PE, 52070200",RUA PADRE LEMOS,286,CASA AMARELA,52070200,Recife,PE,-8.0208892,-34.9217042
261160,4126378,"RUA GIL CARNEIRO DA CUNHA, 111, CASA FORTE, Recife, PE, 52061082",RUA GIL CARNEIRO DA CUNHA,111,CASA FORTE,52061082,Recife,PE,-8.032563,-34.921368
261160,4129938,"AV MONTEVIDEU, 172, BOA VISTA, Recife, PE, 50050250",AV MONTEVIDEU,172,BOA VISTA,50050250,Recife,PE,-8.0506028,-34.8932196141
261160,4130022,"AV GOVERNADOR AGAMENON MAGALHAES, 2615, BOA VISTA, Recife, PE, 50050290",AV GOVERNADOR AGAMENON MAGALHAES,2615,BOA VISTA,50050290,Recife,PE,-8.0461061,-34.8902412886
261160,4130030,"R GENERAL JOAQUIM INACIO, 830, PAISSANDU, Recife, PE, 50070495",R GENERAL JOAQUIM INACIO,830,PAISSANDU,50070495,Recife,PE,-8.0632662994,-34.8986721039
261160,4130677,"AVENIDA AFONSO OLINDENSE, 2130, VARZEA, Recife, PE, 50810000",AVENIDA AFONSO OLINDENSE,2130,VARZEA,50810000,Recife,PE,-8.0495286,-34.9599913576
261160,4131975,"AV ENGENHEIRO DOMINGOS FERREIRA, 636, PINA, Recife, PE, 51011050",AV ENGENHEIRO DOMINGOS FERREIRA,636,PINA,51011050,Recife,PE,-8.0956647,-34.8861119
261160,4132645,"AV RUI BARBOSA, 472, GRACAS, Recife, PE, 52011040",AV RUI BARBOSA,472,GRACAS,52011040,Recife,PE,-8.054,-34.881
261160,4132742,"R DONA OLEGARINHA, 87, SANTANA, Recife, PE, 52060425",R DONA OLEGARINHA,87,SANTANA,52060425,Recife,PE,-8.0470131372,-34.896440506
261160,4132955,"R GUILHERME PINTO, 146, GRACAS, Recife, PE, 52011210",R GUILHERME PINTO,146,GRACAS,52011210,Recife,PE,-8.0456321195,-34.8994445801
261160,4135954,"AV CONSELHEIRO ROSA E SILVA, 1321, GRACAS, Recife, PE, 52050225",AV CONSELHEIRO ROSA E SILVA,1321,GRACAS,52050225,Recife,PE,-8.04013435,-34.899276514
261160,4138481,"R JOSE BONIFACIO, 414, MADALENA, Recife, PE, 50710435",R JOSE BONIFACIO,414,MADALENA,50710435,Recife,PE,-8.0473214,-34.9064002
261160,4139208,"R DESEMBARGADOR GOIS CAVALCANTE, 12, CASA AMARELA, Recife, PE, 52060155",R DESEMBARGADOR GOIS CAVALCANTE,12,CASA AMARELA,52060155,Recife,PE,-8.0247250618,-34.9192714691
261160,4142187,"RUA PADRE INGLES, 70, BOA VISTA, Recife, PE, 50050230",RUA PADRE INGLES,70,BOA VISTA,50050230,Recife,PE,-8.0555207,-34.8939892188
261160,4143639,"R ARISTIDES MUNIZ, 70, BOA VIAGEM, Recife, PE, 51020150",R ARISTIDES MUNIZ,70,BOA VIAGEM,51020150,Recife,PE,-8.1094626,-34.8923986
261160,4143752,"AV ENGENHEIRO DOMINGUES FERREIRA, 636, PINA, Recife, PE, 51011050",AV ENGENHEIRO DOMINGUES FERREIRA,636,PINA,51011050,Recife,PE,-8.0940711534,-34.8872566223
261160,4143906,"R AURORA CACOTE, 682, AREIAS, Recife, PE, 50870495",R AURORA CACOTE,682,AREIAS,50870495,Recife,PE,-8.0992223,-34.9339244
261160,4152727,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0855585,-34.8944847296
261160,4152913,"AV JOAO DE BARROS, 434, SANTO AMARO, Recife, PE, 50100015",AV JOAO DE BARROS,434,SANTO AMARO,50100015,Recife,PE,-8.05086575,-34.8897615236
261160,4155610,"AV RUI BARBOSA, 715, GRACAS, Recife, PE, 52011040",AV RUI BARBOSA,715,GRACAS,52011040,Recife,PE,-8.0521986,-34.893256
261160,4155726,"R JEAN EMILE FAVRE, 719, IPSEP, Recife, PE, 51190450",R JEAN EMILE FAVRE,719,IPSEP,51190450,Recife,PE,-8.1092074,-34.9164825
