co_ibge,co_cnes,endereco_completo,no_logradouro,nu_endereco,no_bairro,co_cep,municipio,uf,lat,long
261160,396,"AV PROFESSOR MORAES REGO, 1235, CIDADE UNIVERSITARIA, Recife, PE, 50740900",AV PROFESSOR MORAES REGO,1235,CIDADE UNIVERSITARIA,50740900,Recife,PE,-8.0475018039,-34.9461364746
261160,418,"ESTRADA DO ARRAIAL, 2723, CASA AMARELA, Recife, PE, 52051380",ESTRADA DO ARRAIAL,2723,CASA AMARELA,52051380,Recife,PE,-8.030155,-34.9070110917
261160,426,"RUA APRIGIO GUIMARAES, S/N, TEJIPIO, Recife, PE, 50920592",RUA APRIGIO GUIMARAES,S/N,TEJIPIO,50920592,Recife,PE,-8.0874005086,-34.962208271
261160,434,"RUA DOS COELHOS, 300, BOA VISTA, Recife, PE, 50070555",RUA DOS COELHOS,300,BOA VISTA,50070555,Recife,PE,-8.0668036658,-34.8907971382
261160,477,"RUA ARNOBIO MARQUES, 310, SANTO AMARO, Recife, PE, 50100130",RUA ARNOBIO MARQUES,310,SANTO AMARO,50100130,Recife,PE,-8.0475894451,-34.8876616359
261160,485,"AV MAURICIO DE NASSAU, 2075, IPUTINGA, Recife, PE, 50731490",AV MAURICIO DE NASSAU,2075,IPUTINGA,50731490,Recife,PE,-8.05888,-34.8897081614
261160,507,"PRACA DA PAZ, S/N, AFOGADOS, Recife, PE, 50770100",PRACA DA PAZ,S/N,AFOGADOS,50770100,Recife,PE,-8.0807531,-34.9063223
261160,531,"PRACA DA PAZ, S/N, AFOGADOS, Recife, PE, 50770100",PRACA DA PAZ,S/N,AFOGADOS,50770100,Recife,PE,-8.0807531,-34.9063223
261160,558,"AV 17 DE AGOSTO, 2388, MONTEIRO, Recife, PE, 52061105",AV 17 DE AGOSTO,2388,MONTEIRO,52061105,Recife,PE,-8.0287438,-34.925607533
261160,566,"AV PARNAMIRIM, 095, PARNAMIRIM, Recife, PE, 52060000",AV PARNAMIRIM,95,PARNAMIRIM,52060000,Recife,PE,-8.053833171,-34.8812699318
261160,582,"AVENIDA CRUZ CABUGA, 1597, SANTO AMARO, Recife, PE, 50040000",AVENIDA CRUZ CABUGA,1597,SANTO AMARO,50040000,Recife,PE,-8.041297818,-34.8733735085
261160,590,"ESTRADA DOS REMEDIOS, 2416, MADALENA, Recife, PE, 50720715",ESTRADA DOS REMEDIOS,2416,MADALENA,50720715,Recife,PE,-8.0588024,-34.9068717259
261160,604,"RUA IGUATU, S/N, CAMPINA DO BARRETO, Recife, PE, 52121030",RUA IGUATU,S/N,CAMPINA DO BARRETO,52121030,Recife,PE,-8.0163644,-34.8825373
261160,612,"RUA CONEGO BARATA, S/N, TAMARINEIRA, Recife, PE, 52051020",RUA CONEGO BARATA,S/N,TAMARINEIRA,52051020,Recife,PE,-8.0295267,-34.9004764
261160,620,"RUA MARQUES DO POMBAL, 115, SANTO AMARO, Recife, PE, 50100170",RUA MARQUES DO POMBAL,115,SANTO AMARO,50100170,Recife,PE,-8.056,-34.89
261160,639,"ESTRADA DO FORTE DO ARRAIAL NOVO DO BOM JESUS, 1350, TORROES, Recife, PE, 50721110",ESTRADA DO FORTE DO ARRAIAL NOVO DO BOM JESUS,1350,TORROES,50721110,Recife,PE,-8.0529601,-34.9286302
261160,647,"RUA JAPARATUBA, 260, VASCO DA GAMA, Recife, PE, 52280510",RUA JAPARATUBA,260,VASCO DA GAMA,52280510,Recife,PE,-8.01941185,-34.919800228
261160,655,"AV AGAMENON MAGALHAES, S/N, DERBY, Recife, PE, 52010040",AV AGAMENON MAGALHAES,S/N,DERBY,52010040,Recife,PE,-8.0535038573,-34.8977762461
261160,663,"TRAV PROFESSOR ARTHUR DE SA, S/N, CIDADE UNIVERSITARIA, Recife, PE, 50740521",TRAV PROFESSOR ARTHUR DE SA,S/N,CIDADE UNIVERSITARIA,50740521,Recife,PE,-8.054,-34.881
261160,671,"AV DOIS RIOS, S/N, IBURA, Recife, PE, 51230000",AV DOIS RIOS,S/N,IBURA,51230000,Recife,PE,-8.109099,-34.9354
261160,701,"RUA LONDRINA, S/N, AFOGADOS, Recife, PE, 50770400",RUA LONDRINA,S/N,AFOGADOS,50770400,Recife,PE,-8.07912,-34.9105
261160,752,"RUA MARQUES DE ALEGRETE, S/N, PINA, Recife, PE, 51110380",RUA MARQUES DE ALEGRETE,S/N,PINA,51110380,Recife,PE,-8.0862398,-34.8906333
261160,760,"RUA CARLOS GOMES, 932, BONGI, Recife, PE, 50751130",RUA CARLOS GOMES,932,BONGI,50751130,Recife,PE,-7.7297,-34.8388
261160,779,"RUA MAJOR CODECEIRA, 194, SANTO AMARO, Recife, PE, 50100070",RUA MAJOR CODECEIRA,194,SANTO AMARO,50100070,Recife,PE,-8.0485786,-34.8888724
261160,795,"AV MANOEL BORBA, 237, BOA VISTA, Recife, PE, 50060140",AV MANOEL BORBA,237,BOA VISTA,50060140,Recife,PE,-8.0609812,-34.8878511398
261160,809,"RUA JOAQUIM NABUCO, 171, GRACAS, Recife, PE, 52010300",RUA JOAQUIM NABUCO,171,GRACAS,52010300,Recife,PE,-8.0525982435,-34.8979559541
261160,817,"RUA SAO FRANCISCO DE PAULA, 47, CAXANGA, Recife, PE, 50800270",RUA SAO FRANCISCO DE PAULA,47,CAXANGA,50800270,Recife,PE,-8.03067755,-34.9558032916
261160,825,"AV BEBERIBE, 4510, BEBERIBE, Recife, PE, 52130000",AV BEBERIBE,4510,BEBERIBE,52130000,Recife,PE,-8.004053,-34.8968266594
261160,833,"RUA COSMORAMA, S/N, BOA VIAGEM, Recife, PE, 51030640",RUA COSMORAMA,S/N,BOA VIAGEM,51030640,Recife,PE,-8.1402156,-34.9107984
261160,841,"AV SAO PAULO, 605, JARDIM SAO PAULO, Recife, PE, 50910250",AV SAO PAULO,605,JARDIM SAO PAULO,50910250,Recife,PE,-8.0811832,-34.9403075
261160,868,"AVENIDA ONZE DE AGOSTO, 440, TOTO, Recife, PE, 50030903",AVENIDA ONZE DE AGOSTO,440,TOTO,50030903,Recife,PE,-8.0791619,-34.9707953237
261160,876,"RUA CHA DE ALEGRIA, S/N, BOMBA DO HEMETERIO, Recife, PE, 52211130",RUA CHA DE ALEGRIA,S/N,BOMBA DO HEMETERIO,52211130,Recife,PE,-8.0207812,-34.9047297
261160,884,"PRACA OSWALDO CRUZ, 341, BOA VISTA, Recife, PE, 50050911",PRACA OSWALDO CRUZ,341,BOA VISTA,50050911,Recife,PE,-8.0551321,-34.8915901923
261160,906,"AV JOAO DE BARROS, 800, SANTO AMARO, Recife, PE, 50100020",AV JOAO DE BARROS,800,SANTO AMARO,50100020,Recife,PE,-8.04757425,-34.8895151309
261160,930,"AVENIDA RECIFE, 810, ESTANCIA, Recife, PE, 50870901",AVENIDA RECIFE,810,ESTANCIA,50870901,Recife,PE,-8.0627687,-34.887867
261160,957,"AV LUXEMBURGO, 254, IMBIRIBEIRA, Recife, PE, 51180260",AV LUXEMBURGO,254,IMBIRIBEIRA,51180260,Recife,PE,-8.1025816,-34.9119688
261160,965,"RUA DO CAMPO, 29, AREIAS, Recife, PE, 50875250",RUA DO CAMPO,29,AREIAS,50875250,Recife,PE,-8.1235427,-34.9539793
261160,981,"RUA PADRE ROMA, 149, TAMARINEIRA, Recife, PE, 52050150",RUA PADRE ROMA,149,TAMARINEIRA,52050150,Recife,PE,-8.033811,-34.904742
261160,1015,"RUA CONEGO BARATA, S/N, TAMARINEIRA, Recife, PE, 52051020",RUA CONEGO BARATA,S/N,TAMARINEIRA,52051020,Recife,PE,-8.054,-34.881
261160,1023,"AV PORTUGAL, 163, BOA VISTA, Recife, PE, 52010010",AV PORTUGAL,163,BOA VISTA,52010010,Recife,PE,-8.0352136,-34.9862299
261160,1058,"RUA ALTO DO REFUGIO, S/N, NOVA DESCOBERTA, Recife, PE, 52191098",RUA ALTO DO REFUGIO,S/N,NOVA DESCOBERTA,52191098,Recife,PE,-8.0003547,-34.924593
261160,1082,"AV CAMPINA GRANDE, S/N, COHAB, Recife, PE, 51290040",AV CAMPINA GRANDE,S/N,COHAB,51290040,Recife,PE,-8.1196345,-34.947237
261160,1090,"RUA JALISCO, S/N, IMBIRIBEIRA, Recife, PE, 51150460",RUA JALISCO,S/N,IMBIRIBEIRA,51150460,Recife,PE,-8.1163765,-34.9119753
261160,1112,"RUA JUPIRACY, S/N, AREIAS, Recife, PE, 50780280",RUA JUPIRACY,S/N,AREIAS,50780280,Recife,PE,-8.0545,-34.881
261160,1120,"AV GOVERNADOR AGAMENON MAGALHAES, 4760, PAISSANDU, Recife, PE, 52010902",AV GOVERNADOR AGAMENON MAGALHAES,4760,PAISSANDU,52010902,Recife,PE,-8.0638166937,-34.8981893063
261160,1139,"RUA 1 DE MARCO, 90, SANTO ANTONIO, Recife, PE, 50010070",RUA 1 DE MARCO,90,SANTO ANTONIO,50010070,Recife,PE,-8.0627624,-34.888941
261160,1147,"AV VISCONDE DE SUASSUNA, 704, SANTO AMARO, Recife, PE, 50050540",AV VISCONDE DE SUASSUNA,704,SANTO AMARO,50050540,Recife,PE,-8.0512549,-34.8877605494
261160,1155,"RUA MANUEL DE MEDEIROS, S/N, DOIS IRMAOS, Recife, PE, 52171030",RUA MANUEL DE MEDEIROS,S/N,DOIS IRMAOS,52171030,Recife,PE,-8.0207371,-34.9551836
261160,1163,"ESTRADA DO ARRAIAL, S/N, CASA AMARELA, Recife, PE, 52070000",ESTRADA DO ARRAIAL,S/N,CASA AMARELA,52070000,Recife,PE,-8.0283636,-34.9209187
261160,1198,"RUA BAHIA, 29, JORDAO BAIXO, Recife, PE, 51250370",RUA BAHIA,29,JORDAO BAIXO,51250370,Recife,PE,-8.1330309,-34.9364028
261160,1236,"RUA SENADOR MILTON CAMPOS, S/N, VASCO DA GAMA, Recife, PE, 52081170",RUA SENADOR MILTON CAMPOS,S/N,VASCO DA GAMA,52081170,Recife,PE,-8.0152924,-34.9220422
261160,1244,"RUA ALTO DA BRASILEIRA, 1002, NOVA DESCOBERTA, Recife, PE, 52091260",RUA ALTO DA BRASILEIRA,1002,NOVA DESCOBERTA,52091260,Recife,PE,-8.0005081,-34.9322611
261160,1252,"RUA GUAPIRAMA, 65, ILHA JOANA BEZERRA, Recife, PE, 50080730",RUA GUAPIRAMA,65,ILHA JOANA BEZERRA,50080730,Recife,PE,-8.0714977,-34.8998056886
261160,1317,"RUA NOVA DESCOBERTA, 99, NOVA DESCOBERTA, Recife, PE, 52090003",RUA NOVA DESCOBERTA,99,NOVA DESCOBERTA,52090003,Recife,PE,-8.0011125,-34.9235438
261160,1341,"RUA 19 DE NOVEMBRO, 48, MADALENA, Recife, PE, 50610240",RUA 19 DE NOVEMBRO,48,MADALENA,50610240,Recife,PE,-8.0128779,-34.8745569
261160,1368,"RODOVIA BR 101SUL, 11606, CURADO, Recife, PE, 50790900",RODOVIA BR 101SUL,11606,CURADO,50790900,Recife,PE,-8.05455,-34.881
261160,1384,"AV ENG DOMINGOS FERREIRA, 1971, BOA VIAGEM, Recife, PE, 51111021",AV ENG DOMINGOS FERREIRA,1971,BOA VIAGEM,51111021,Recife,PE,-8.054,-34.881
261160,1392,"RUA FELICIANO JOSE DE FARIAS, 195, BOA VIAGEM, Recife, PE, 51030450",RUA FELICIANO JOSE DE FARIAS,195,BOA VIAGEM,51030450,Recife,PE,-8.1331352,-34.9047626
261160,1414,"RUA PADRE DIOGO RODRIGUES, 144, BARRO, Recife, PE, 50900110",RUA PADRE DIOGO RODRIGUES,144,BARRO,50900110,Recife,PE,-8.0888796,-34.9379383
261160,1430,"RUA MARQUES DO POMBAL, 115, SANTO AMARO, Recife, PE, 50100170",RUA MARQUES DO POMBAL,115,SANTO AMARO,50100170,Recife,PE,-8.056,-34.89
261160,1449,"APRIGIO GUIMARAES, 61, TEJIPIO, Recife, PE, 50920592",APRIGIO GUIMARAES,61,TEJIPIO,50920592,Recife,PE,-8.0876819951,-34.956972599
261160,1457,"AV REPUBLICA DO LIBANO, 251, PINA, Recife, PE, 51110160",AV REPUBLICA DO LIBANO,251,PINA,51110160,Recife,PE,-8.0860101,-34.8945623
261160,1465,"RUA CARLOS COELHO, 129, BOA VISTA, Recife, PE, 50050360",RUA CARLOS COELHO,129,BOA VISTA,50050360,Recife,PE,-8.054,-34.881
261160,1473,"GOVERNADOR AGAMENON MAGALHAES, 2291, BOA VISTA, Recife, PE, 50050290",GOVERNADOR AGAMENON MAGALHAES,2291,BOA VISTA,50050290,Recife,PE,-8.0591233984,-34.8967409134
261160,1503,"RUA CAPITAO SALGUEIRO, 267, PORTO DA MADEIRA, Recife, PE, 52130150",RUA CAPITAO SALGUEIRO,267,PORTO DA MADEIRA,52130150,Recife,PE,-8.0097,-34.8915
261160,1511,"RUA NOVA ALIANCA, S/N, IPUTINGA, Recife, PE, 50680280",RUA NOVA ALIANCA,S/N,IPUTINGA,50680280,Recife,PE,-8.0305654,-34.9333551
261160,1546,"ROSA E SILVA, 2130, TAMARINEIRA, Recife, PE, 52020220",ROSA E SILVA,2130,TAMARINEIRA,52020220,Recife,PE,-8.03385,-34.902166
261160,1600,"RUA CAPITAO JOSE DA LUZ, 137, ILHA DO LEITE, Recife, PE, 50070540",RUA CAPITAO JOSE DA LUZ,137,ILHA DO LEITE,50070540,Recife,PE,-8.06691526,-34.892639
261160,1619,"RUA PORTO RICO, 24, BOA VISTA, Recife, PE, 50070320",RUA PORTO RICO,24,BOA VISTA,50070320,Recife,PE,-7.9927131,-34.9272304
261160,1627,"RUA DR CARLOS CHAGAS, 92, SANTO AMARO, Recife, PE, 50100080",RUA DR CARLOS CHAGAS,92,SANTO AMARO,50100080,Recife,PE,-8.054,-34.881
261160,1643,"RUA ALMEIDA CUNHA, 345, SANTO AMARO, Recife, PE, 50050480",RUA ALMEIDA CUNHA,345,SANTO AMARO,50050480,Recife,PE,-8.05362505,-34.8880706969
261160,1651,"AV AGAMENON MAGALHAES, 4475, BOA VISTA, Recife, PE, 50070160",AV AGAMENON MAGALHAES,4475,BOA VISTA,50070160,Recife,PE,-8.63929,-34.896898
261160,1678,"RUA CAPITAO JOSE DA LUZ, 115, SANTO AMARO, Recife, PE, 50040000",RUA CAPITAO JOSE DA LUZ,115,SANTO AMARO,50040000,Recife,PE,-8.06699355,-34.8928463305
261160,1686,"RUA DR CARLOS CHAGAS, 97, SANTO AMARO, Recife, PE, 50100080",RUA DR CARLOS CHAGAS,97,SANTO AMARO,50100080,Recife,PE,-8.054,-34.881
261160,1694,"RUA ESTADO DE ISRAEL, 205, ILHA DO LEITE, Recife, PE, 50070415",RUA ESTADO DE ISRAEL,205,ILHA DO LEITE,50070415,Recife,PE,-8.06268,-34.893147
261160,1716,"RUA DO SOSSEGO, 576, SANTO AMARO, Recife, PE, 50100150",RUA DO SOSSEGO,576,SANTO AMARO,50100150,Recife,PE,-8.0536083,-34.8833497349
261160,1732,"AV VISCONDE DE SUASSUNA, 372, SANTO AMARO, Recife, PE, 50050540",AV VISCONDE DE SUASSUNA,372,SANTO AMARO,50050540,Recife,PE,-8.0531489,-34.8850859445
261160,1759,"RUA OSCAR DE BARROS, S/N, CASA AMARELA, Recife, PE, 52070150",RUA OSCAR DE BARROS,S/N,CASA AMARELA,52070150,Recife,PE,-8.0226648,-34.9162214
261160,1791,"RUA JOAQUIM NABUCO, 516, GRACAS, Recife, PE, 52011005",RUA JOAQUIM NABUCO,516,GRACAS,52011005,Recife,PE,-8.052426565,-34.891632
261160,1813,"AV MAURICIO DE NASSAU, S/N, IPUTINGA, Recife, PE, 50731490",AV MAURICIO DE NASSAU,S/N,IPUTINGA,50731490,Recife,PE,-8.0373446,-34.9337111
261160,1864,"AV AGAMENON MAGALHAES, 73, BOA VISTA, Recife, PE, 50050290",AV AGAMENON MAGALHAES,73,BOA VISTA,50050290,Recife,PE,-7.9594706,-34.8665024
261160,1872,"AV GOV AGAMENON MAGALHAES, 4760, PAISSANDU, Recife, PE, 52010075",AV GOV AGAMENON MAGALHAES,4760,PAISSANDU,52010075,Recife,PE,-8.0627624,-34.888941
261160,1880,"AV NORTE MIGUEL ARRAES DE ALENCAR, 2608, ENCRUZILHADA, Recife, PE, 52041080",AV NORTE MIGUEL ARRAES DE ALENCAR,2608,ENCRUZILHADA,52041080,Recife,PE,-8.0373725,-34.8936821
261160,1945,"RUA DO BOM GOSTO, 36, AFOGADOS, Recife, PE, 50770170",RUA DO BOM GOSTO,36,AFOGADOS,50770170,Recife,PE,-8.0814414,-34.9071166
261160,1953,"AV CONS ROSA E SILVA, 2130, TAMARINEIRA, Recife, PE, 52050020",AV CONS ROSA E SILVA,2130,TAMARINEIRA,52050020,Recife,PE,-8.054,-34.881
261160,1961,"RUA FRANCISCO ALVES, 191, PAISSANDU, Recife, PE, 50070565",RUA FRANCISCO ALVES,191,PAISSANDU,50070565,Recife,PE,-8.0679162,-34.8929816
261160,1996,"RUA FREI ATANASIO, 364, JARDIM SAO PAULO, Recife, PE, 50731530",RUA FREI ATANASIO,364,JARDIM SAO PAULO,50731530,Recife,PE,-8.080644775,-34.9409866333
261160,2003,"RUA SENADOR JOSE HENRIQUE, 141, ILHA DO LEITE, Recife, PE, 50070460",RUA SENADOR JOSE HENRIQUE,141,ILHA DO LEITE,50070460,Recife,PE,-8.06547,-34.89521
261160,2011,"RUA SIRIJI, S/N, ALTO DO MANDU, Recife, PE, 52130110",RUA SIRIJI,S/N,ALTO DO MANDU,52130110,Recife,PE,-8.0234926,-34.9288551
261160,2038,"DOUTOR JAYME DA FONTE, 100, SANTO AMARO, Recife, PE, 50110005",DOUTOR JAYME DA FONTE,100,SANTO AMARO,50110005,Recife,PE,-8.041908,-34.873617
261160,2046,"LARGO DA SANTA CRUZ, S/N, BOA VISTA, Recife, PE, 50060220",LARGO DA SANTA CRUZ,S/N,BOA VISTA,50060220,Recife,PE,-8.0623739858,-34.8901748657
261160,2054,"AV NORTE MIGUEL ARRAES DE ALENCAR, 5035, CASA AMARELA, Recife, PE, 52070660",AV NORTE MIGUEL ARRAES DE ALENCAR,5035,CASA AMARELA,52070660,Recife,PE,-8.0245764,-34.9106482
261160,2062,"RUA IBITIARA, 154, COHAB, Recife, PE, 51330240",RUA IBITIARA,154,COHAB,51330240,Recife,PE,-8.1253569,-34.958219
261160,2070,"RUA DANCING DAYS, 109, IMBIRIBEIRA, Recife, PE, 51180340",RUA DANCING DAYS,109,IMBIRIBEIRA,51180340,Recife,PE,-8.1038746,-34.9203021
261160,2097,"ESTRADA DOS MACACOS, 47, GUABIRABA, Recife, PE, 52171215",ESTRADA DOS MACACOS,47,GUABIRABA,52171215,Recife,PE,-7.9942,-34.9395
261160,2100,"RUA SAO JOSE, S/N, IMBIRIBEIRA, Recife, PE, 51150192",RUA SAO JOSE,S/N,IMBIRIBEIRA,51150192,Recife,PE,-8.1141136,-34.962268
261160,2119,"AV 17 DE AGOSTO, 387, CASA FORTE, Recife, PE, 52060590",AV 17 DE AGOSTO,387,CASA FORTE,52060590,Recife,PE,-8.0357099002,-34.9130916595
261160,2127,"RUA CORONEL JOAO BATISTA DO REGO BARROS, 56, APIPUCOS, Recife, PE, 52071390",RUA CORONEL JOAO BATISTA DO REGO BARROS,56,APIPUCOS,52071390,Recife,PE,-8.0207669,-34.9341414
261160,2135,"RUA MARECHAL DEODORO, 688, CAMPO GRANDE, Recife, PE, 52031440",RUA MARECHAL DEODORO,688,CAMPO GRANDE,52031440,Recife,PE,-8.0356459,-34.8827333
261160,2143,"AVENIDA CAIS DO APOLO, 925, RECIFE, Recife, PE, 50030230",AVENIDA CAIS DO APOLO,925,RECIFE,50030230,Recife,PE,-8.0533772,-34.8715727
261160,20516,"AV NORTE MIGUEL ARRAES DE ALENCAR, 6465, CASA AMARELA, Recife, PE, 52070660",AV NORTE MIGUEL ARRAES DE ALENCAR,6465,CASA AMARELA,52070660,Recife,PE,-8.02115255,-34.9233372134
261160,20559,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 2535, ENCRUZILHADA, Recife, PE, 52041080",AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,2535,ENCRUZILHADA,52041080,Recife,PE,-8.0219857,-34.9152066587
261160,20567,"RUA ENGENHEIRO JAIR FURTADO MEIRELES, 321, POCO DA PANELA, Recife, PE, 52061360",RUA ENGENHEIRO JAIR FURTADO MEIRELES,321,POCO DA PANELA,52061360,Recife,PE,-8.0345838085,-34.9195289612
261160,20648,"RUA CORREGO DO CURIO, 63, DOIS UNIDOS, Recife, PE, 52150160",RUA CORREGO DO CURIO,63,DOIS UNIDOS,52150160,Recife,PE,-8.055,-34.881
261160,22187,"RUA ARTEMIS, 9, SANTO AMARO, Recife, PE, 50110470",RUA ARTEMIS,9,SANTO AMARO,50110470,Recife,PE,-8.0472893402,-34.8825788498
261160,22195,"RUA BITURUNA, 110, COELHOS, Recife, PE, 50060000",RUA BITURUNA,110,COELHOS,50060000,Recife,PE,-8.0687489,-34.8900401
261160,22209,"DR JOSE MARIANO, 699, COELHOS, Recife, PE, 50060315",DR JOSE MARIANO,699,COELHOS,50060315,Recife,PE,-8.0661616,-34.8883932
261160,22217,"RUA ANCHIETA, 520, SANTO AMARO, Recife, PE, 50110150",RUA ANCHIETA,520,SANTO AMARO,50110150,Recife,PE,-8.04151825,-34.8804116537
261160,22225,"RUA BUARQUE DE MACEDO, 65, SANTO AMARO, Recife, PE, 50110340",RUA BUARQUE DE MACEDO,65,SANTO AMARO,50110340,Recife,PE,-8.04564335,-34.8782062662
261160,22233,"RUA DR ELIAS GOMES, 65, CAMPINA DO BARRETO, Recife, PE, 52121220",RUA DR ELIAS GOMES,65,CAMPINA DO BARRETO,52121220,Recife,PE,-8.01865,-34.88081
261160,22268,"AV PROF JOSE DOS ANJOS, S/N, ARRUDA, Recife, PE, 52120400",AV PROF JOSE DOS ANJOS,S/N,ARRUDA,52120400,Recife,PE,-8.0260334,-34.9054918
261160,22276,"RUA SANTA TEREZA, S/N, GUABIRABA, Recife, PE, 52130110",RUA SANTA TEREZA,S/N,GUABIRABA,52130110,Recife,PE,-7.9888217,-34.9301156
261160,22284,"RUA DONA OLEGARINA DA CUNHA, 333, POCO, Recife, PE, 52060495",RUA DONA OLEGARINA DA CUNHA,333,POCO,52060495,Recife,PE,-8.04102845,-34.9194999856
261160,22292,"AV VER OTACILIO AZEVEDO, 115, ALTO JOSE BONIFACIO, Recife, PE, 52081550",AV VER OTACILIO AZEVEDO,115,ALTO JOSE BONIFACIO,52081550,Recife,PE,-8.0131662266,-34.9126195908
261160,22306,"RUA ITAPIRANGA, 791, IPUTINGA, Recife, PE, 50680210",RUA ITAPIRANGA,791,IPUTINGA,50680210,Recife,PE,-8.0389813,-34.9316137
261160,22314,"RUA AGUA CLARA, 145, VARZEA, Recife, PE, 50980160",RUA AGUA CLARA,145,VARZEA,50980160,Recife,PE,-8.0246469,-34.9632449
261160,22322,"RUA VINTE E UM DE ABRIL, 3677, TORROES, Recife, PE, 50761120",RUA VINTE E UM DE ABRIL,3677,TORROES,50761120,Recife,PE,-8.0729707,-34.9240258
261160,22330,"RUA EDVALDO MARANHAO FERREIRA, 135, TORROES, Recife, PE, 50660390",RUA EDVALDO MARANHAO FERREIRA,135,TORROES,50660390,Recife,PE,-8.0583811,-34.9392367
261160,22349,"RUA DOS SINOS, 35, TORROES, Recife, PE, 50650440",RUA DOS SINOS,35,TORROES,50650440,Recife,PE,-8.0551049,-34.9385976
261160,22357,"RUA MACAE, S/N, TORROES, Recife, PE, 50660150",RUA MACAE,S/N,TORROES,50660150,Recife,PE,-8.0611421,-34.9378248
261160,22365,"RUA FELIXLANDIA, 176, CORDEIRO, Recife, PE, 50721555",RUA FELIXLANDIA,176,CORDEIRO,50721555,Recife,PE,-8.05456,-34.88133
261160,22373,"RUA TABAIARES, 297, ILHA DO RETIRO, Recife, PE, 50750230",RUA TABAIARES,297,ILHA DO RETIRO,50750230,Recife,PE,-8.0670211,-34.9050374
261160,22381,"RUA PRF OTAVIO TAVARES, 30, VARZEA, Recife, PE, 50970150",RUA PRF OTAVIO TAVARES,30,VARZEA,50970150,Recife,PE,-8.057,-34.881
261160,22403,"RUA MEARIM, 55, ESTANCIA, Recife, PE, 50771450",RUA MEARIM,55,ESTANCIA,50771450,Recife,PE,-8.0907022,-34.9278469
261160,22411,"RUA MARIA TERESA, 174, COQUEIRAL, Recife, PE, 50791280",RUA MARIA TERESA,174,COQUEIRAL,50791280,Recife,PE,-8.0557,-34.881
261160,22438,"AV PIRACICABA, 929, JARDIM SAO PAULO, Recife, PE, 50790205",AV PIRACICABA,929,JARDIM SAO PAULO,50790205,Recife,PE,-8.053,-34.881
261160,22454,"RUA CAPITAO VICENTE CURADO, 33, COHAB, Recife, PE, 51300010",RUA CAPITAO VICENTE CURADO,33,COHAB,51300010,Recife,PE,-8.13187885,-34.948274973
261160,22462,"AV MONTE ALEGRE, 132, COHAB, Recife, PE, 51340080",AV MONTE ALEGRE,132,COHAB,51340080,Recife,PE,-8.05455,-34.88123
261160,22470,"AV BENIGNO JORDAO DE VASCONCELOS, S/N, COHAB, Recife, PE, 51280400",AV BENIGNO JORDAO DE VASCONCELOS,S/N,COHAB,51280400,Recife,PE,-8.05456,-34.8806
261160,22489,"RUA FRANCISCO MIRANDA, 16, COHAB, Recife, PE, 51330471",RUA FRANCISCO MIRANDA,16,COHAB,51330471,Recife,PE,-8.052,-34.881
261160,24503,"RUA MANUEL ALVES DEUS DARA, 461, ENGENHO DO MEIO, Recife, PE, 50730000",RUA MANUEL ALVES DEUS DARA,461,ENGENHO DO MEIO,50730000,Recife,PE,-8.06277,-34.88895
261160,24511,"RUA EMILIANO BRAGA, 105, VARZEA, Recife, PE, 50740040",RUA EMILIANO BRAGA,105,VARZEA,50740040,Recife,PE,-8.056,-34.883
261160,24538,"AV AFONSO OLINDENSE, S/N, VARZEA, Recife, PE, 50810900",AV AFONSO OLINDENSE,S/N,VARZEA,50810900,Recife,PE,-8.0470788,-34.9594314
261160,26204,"RUA CANARIO, 220, PASSARINHO, Recife, PE, 52170110",RUA CANARIO,220,PASSARINHO,52170110,Recife,PE,-7.9796402,-34.9173208
261160,26212,"RUA DO SITIO SAO BRAS, 60, SITIO DOS PINTOS, Recife, PE, 52171170",RUA DO SITIO SAO BRAS,60,SITIO DOS PINTOS,52171170,Recife,PE,-8.0207478,-34.9558716
261160,26220,"AV PRF CLAUDIO SELVA, 1030, DOIS IRMAOS, Recife, PE, 52071500",AV PRF CLAUDIO SELVA,1030,DOIS IRMAOS,52071500,Recife,PE,-8.054533,-34.88123
261160,26301,"RUA CAMBORIU, S/N, VASCO DA GAMA, Recife, PE, 52081530",RUA CAMBORIU,S/N,VASCO DA GAMA,52081530,Recife,PE,-8.0075737,-34.9169705
261160,26328,"AV JERONIMO VILELA, 794, CAMPO GRANDE, Recife, PE, 52040180",AV JERONIMO VILELA,794,CAMPO GRANDE,52040180,Recife,PE,-8.054533,-34.88133
261160,26336,"RUA JUPIACARA, 70, SAN MARTIN, Recife, PE, 50761610",RUA JUPIACARA,70,SAN MARTIN,50761610,Recife,PE,-8.05458,-34.881
261160,26344,"RUA FELICIANO CASTILHO, 64, MANGUEIRA, Recife, PE, 50820120",RUA FELICIANO CASTILHO,64,MANGUEIRA,50820120,Recife,PE,-8.07539045,-34.9205937351
261160,26352,"AV SANTA FE, 240, COHAB, Recife, PE, 51340240",AV SANTA FE,240,COHAB,51340240,Recife,PE,-8.054,-34.88
261160,26360,"RUA CAFEZOPOLIS, 1920, IMBIRIBEIRA, Recife, PE, 51150230",RUA CAFEZOPOLIS,1920,IMBIRIBEIRA,51150230,Recife,PE,-8.062763,-34.88895
